炭酸ナトリウムは（　　）により，炭酸カルシウム・アンモニア・塩化ナトリウム・水より合成される。,ソルベー法%テルミット法%ハーバー・ボッシュ法%クメン法,正解：ソルベー法<br>原料にアンモニアを用いることからアンモニアソーダ法とも呼ばれる。
炭酸ナトリウム十水和物の結晶は，空気中で結晶水の一部を失い，粉末状の炭酸ナトリウム一水和物になる。この現象を（　　）という。,風解%風化%へき開%潮解,正解：風解<br>潮解の逆の現象である。他に硫酸銅(Ⅱ)五水和物が風解を起こす。
（　　）は白色の粉末で，重曹とも呼ばれる。ベーキングパウダーや炭酸水など食品に利用される他，洗剤や入浴剤，消火剤など幅広く利用される。,炭酸水素ナトリウム%水酸化カルシウム%炭酸ナトリウム%炭酸カルシウム,正解：炭酸水素ナトリウム<br>ソルベー法で炭酸ナトリウムを合成する過程で生成される。
（　　）は消石灰と呼ばれる白色の粉末である。この飽和水溶液は石灰水と呼ばれ，二酸化炭素を通じると白色沈殿を生じる。,水酸化カルシウム%炭酸ナトリウム%塩化ナトリウム%炭酸水素ナトリウム,正解：水酸化カルシウム<br>水酸化カルシウムは，カルシウムイオンCa<sup>2+</sup>と水酸化物イオンOH<sup>-</sup>が1:2の割合でイオン結合している。漆喰などの建築材料や酸性土壌の改良剤として用いられる。
（　　）は潮解性を示す無色の固体で，苛性（かせい）ソーダとも呼ばれる。強い塩基性を示す危険な薬品である。,水酸化ナトリウム%炭酸ナトリウム%炭酸水素ナトリウム%塩化カルシウム,正解：水酸化ナトリウム<br>水酸化ナトリウムは，ナトリウムイオンNa<sup>+</sup>と水酸化物イオンOH<sup>-</sup>が1:1の割合でイオン結合している。パルプやセッケン，染料などの製造に用いられる。
（　　）は生石灰と呼ばれる白色の粉末で，水を加えると発熱して消石灰を生じる。,酸化カルシウム%水酸化ナトリウム%塩化カルシウム%炭酸ナトリウム,正解：酸化カルシウム<br>酸化カルシウムは，カルシウムイオンCa<sup>2+</sup>と酸化物イオンO<sup>2-</sup>が1:1の割合でイオン結合している。
（　　）は無色の粉末で，石こうの主成分である。,硫酸カルシウム%塩化カルシウム%酸化カルシウム%水酸化ナトリウム,正解：硫酸カルシウム<br>硫酸カルシウムは，カルシウムイオンCa<sup>2+</sup>と硫酸イオンSO<sub>4</sub><sup>2-</sup>が1:1の割合でイオン結合している。
いくつかの原子が結びついてできた，電気的に中性の粒子を（　　）という。,分子%中性子%電子%イオン,正解：分子<br>アボガドロは，ゲーリュサックの「すべての気体は同温同圧力下で同体積中に同数の原子を含む」という仮説と，ドルトンの原子説との間の矛盾を解消するために，分子説を発表した。
二酸化炭素の分子式を正しく表したものは（　　）である。,CO<sub>2</sub>%CO2%O=C=O%OCO,正解：CO<sub>2</sub><br>分子式は，分子を構成するそれぞれの原子の元素記号とその数で表される。原子の数は元素記号の右下に書く。
水分子は（　　）できている。,1個の酸素原子が2個の水素原子と共有結合して%1個の酸素原子と1個の水素原子が共有結合して%2個の水素原子が共有結合して%1個の炭素原子が2個の酸素原子と共有結合して,正解：1個の酸素原子が2個の水素原子と共有結合して<br>水分子H<sub>2</sub>Oは，1個の酸素原子が2個の水素原子と共有結合で結びついて（互いの価電子を共有して）できている。
次のうち，化学式でないものは（　　）である。,核反応式%組成式%構造式%イオン式,正解：核反応式<br>化学式には，イオン式，組成式，電子式，構造式，分子式がある。
原子の間でそれぞれの原子の価電子をお互いで共有しあってできる結合を（　　）という。,共有結合%金属結合%イオン結合%分子結合,正解：共有結合<br>水素分子H<sub>2</sub>や水分子H<sub>2</sub>Oなどは共有結合によって形成される。
水分子には共有電子対が（　　）対ある。[1桁],2%1%3%4,正解：2<br>水分子には，酸素原子の周りに共有電子対が2対，非共有電子対が2対ある。
二酸化炭素分子には非共有電子対が（　　）対ある。[1桁],4%1%2%3,正解：4<br>二酸化炭素分子には，炭素原子の周りに共有電子対が4対，酸素原子のまわりに非共有電子対が合計4対ある。
炭素原子，窒素原子，酸素原子の不対電子の数はそれぞれ（　　）である。,4，3，2%4，5，6%2，3，4%0，1，0,正解：4，3，2<br>炭素原子（原子番号6，L殻電子数4）の不対電子数は4，窒素原子（原子番号7，L殻電子数5）の不対電子数は3（1組の電子対あり），酸素原子（原子番号8，L殻電子数6）の不対電子数は2（2組の電子対あり）
水の電子式を正しく表したものは（　　）である。,H:O:H%H<sub>2</sub>O%HOH%H-O-H,正解：<br>H-O-H は構造式である。
水分子の中の水素原子と酸素原子の結合は（　　）である。,単結合%配位結合%イオン結合%二重結合,正解：単結合<br>単結合とは1組の共有電子対による共有結合のことである。
二酸化炭素分子の中の酸素原子と炭素原子の結合は（　　）である。,二重結合%配位結合%単結合%三重結合,正解：二重結合<br>二重結合とは2組の共有電子対による共有結合のことである。
窒素分子の中の2つの窒素原子の間の結合は（　　）である。,三重結合%単結合%イオン結合%配位結合,正解：三重結合<br>三重結合とは3組の共有電子対による共有結合のことである。
二酸化炭素の構造式を正しく表したものは（　　）である。,O=C=O%OCO%O:C:O%O-C-O,正解：O=C=O<br>構造式では，分子を構成する原子どうしの共有結合を線で表す。単結合なら1本，二重結合なら2本，三重結合なら3本の線で表す。
構造式において，原子間の共有電子対を表した線のことを（　　）という。,価標%結合手%関手%原子価,正解：価標<br>単結合なら1本，二重結合なら2本，三重結合なら3本の線で表す。
原子中の不対電子の数を，その原子の（　　）という。,原子価%原子番号%共有数%原子量,正解：原子価<br>原子価は，その原子が他のどの原子と何個結合するかの目安になる。
水分子は（　　）の構造をしている。,折れ線形%三角すい形%直線形%立方体形,正解：折れ線形<br>酸素原子の4つのsp<sup>3</sup>混成軌道のうち，2つが非共有電子対をなし，2つが水素原子と結合しているため，折れ線形をしている。
アンモニア分子は（　　）の構造をしている。,三角すい形%折れ線形%立方体形%正四面体形,正解：三角すい形<br>窒素原子の4つのsp<sup>3</sup>混成軌道のうち，1つが非共有電子対をなし，3つが水素原子と結合しているため，三角すい形をしている。
メタン分子は（　　）の構造をしている。,正四面体形%折れ線形%三角すい形%直線形,正解：正四面体形<br>炭素原子の4つのsp<sup>3</sup>混成軌道のすべてが水素原子と結合しているため，正四面体形をしている。
二酸化炭素分子は（　　）の構造をしている。,直線形%折れ線形%三角すい形%立方体形,正解：直線形<br>炭素原子はsp混成軌道をとり，2つの酸素原子はsp<sup>2</sup>混成軌道をとり，直線形にそれぞれが二重結合をしている。
一方の原子の非共有電子対を他の原子と共有することでできる結合を（　　）という。,配位結合%金属結合%イオン結合%水素結合,正解：配位結合<br>アンモニウムイオンNH<sub>4</sub><sup>+</sup>はアンモニア分子NH<sub>3</sub>に水素イオンH<sup>+</sup>が配位結合してできている。
（　　）は，非共有電子対をもった分子や陰イオンが金属イオンに配位結合してできる。,錯イオン%塩基%アルカリ土類金属%高分子化合物,正解：錯イオン<br>錯イオンの中で配位結合している分子やイオンを配位子，その数を配位数という。
錯イオンの中で配位結合している分子やイオンを（　　）という。,配位子%価標%非共有電子対%錯体,正解：配位子<br>配位子の数を配位数という。
ヘキサシアニド鉄(Ⅱ)酸イオン[Fe(CN)<sub>6</sub>]<sup>4-</sup>の配位数は（　　）である。[1桁],6%2%4%8,正解：6<br>錯イオンにおいて，配位結合している配位子の数を配位数という。[Fe(CN)<sub>6</sub>]<sup>4-</sup>は配位子シアニドCN<sup>-</sup>が鉄(Ⅱ)イオンFe<sup>2+</sup>に6個配位結合しているので，配位数は6
配位結合をもつ物質のことを（　　）という。,錯体%配位子%ハロゲン%塩基,正解：錯体<br>錯体には錯イオンや錯イオンを含む塩（錯塩）がある。
ジアンミン銀(Ⅰ)イオンの化学式は（　　）である。,[Ag(NH<sub>3</sub>)<sub>2</sub>]<sup>+</sup>%[Ag(NH<sub>3</sub>)<sub>2</sub>]<sup>-</sup>%[Ag(NH<sub>3</sub>)<sub>3</sub>]<sup>+</sup>%[Ag(CN)<sub>2</sub>]<sup>-</sup>,正解：[Ag(NH<sub>3</sub>)<sub>2</sub>]<sup>+</sup><br>銀(Ⅰ)イオンAg<sup>+</sup>に配位子アンミンNH<sub>3</sub>が2個配位結合しているから，[Ag(NH<sub>3</sub>)<sub>2</sub>]<sup>+</sup>
テトラアンミン亜鉛(Ⅱ)イオンの化学式は（　　）である。,[Zn(NH<sub>3</sub>)<sub>4</sub>]<sup>2+</sup>%[Zn(NH<sub>3</sub>)<sub>4</sub>]<sup>2-</sup>%[Zn(H<sub>2</sub>O)<sub>4</sub>]<sup>2-</sup>%[Zn(NH<sub>3</sub>)<sub>5</sub>]<sup>2+</sup>,正解：[Zn(NH<sub>3</sub>)<sub>4</sub>]<sup>2+</sup><br>亜鉛(Ⅱ)イオンZn<sup>2+</sup>に配位子アンミンNH<sub>3</sub>が4個配位結合しているから，[Zn(NH<sub>3</sub>)<sub>4</sub>]<sup>2+</sup>
ヘキサシアニド鉄(Ⅲ)酸イオンの化学式は（　　）である。,[Fe(CN)<sub>6</sub>]<sup>3-</sup>%[Fe(CN)<sub>5</sub>]<sup>2-</sup>%[Fe(CN)<sub>5</sub>]<sup>3-</sup>%[Fe<sub>3</sub>(CN)<sub>6</sub>]<sup>3+</sup>,正解：[Fe(CN)<sub>6</sub>]<sup>3-</sup><br>鉄(Ⅲ)イオンFe<sup>3+</sup>に配位子シアニドCN<sup>-</sup>が6個配位結合しているから，[Fe(CN)<sub>6</sub>]<sup>3-</sup>
配位子Cl<sup>-</sup>を（　　）という。,クロリド%アンミン%ヒドロキシド%シアニド,正解：クロリド<br>塩化物イオンCl<sup>-</sup>が配位子として結合する際にはクロリドと呼ばれる。
配位子OH<sup>-</sup>を（　　）という。,ヒドロキシド%クロリド%アンミン%シアニド,正解：ヒドロキシド<br>水酸化物イオンOH<sup>-</sup>が配位子として結合する際にはヒドロキシドと呼ばれる。
配位子H<sub>2</sub>Oを（　　）という。,アクア%ヒドロキシド%アンミン%シアニド,正解：アクア<br>水分子H<sub>2</sub>Oが配位子として結合する際にはアクアと呼ばれる。
オキソニウムイオンは（　　）である。,H<sub>3</sub>O<sup>+</sup>%OH<sup>-</sup>%O<sup>2-</sup>%H<sub>2</sub>O,正解：H<sub>3</sub>O<sup>+</sup><br>水分子の酸素原子はその非共有電子対を水素イオンに提供し配位結合してH<sub>3</sub>O<sup>+</sup>となる。
原子が電子を引きつける強さの程度を表した値を（　　）という。,電気陰性度%イオン化傾向%電子親和力%分子間力,正解：電気陰性度<br>共有結合している各原子においても，原子間の電気陰性度の違いにより，共有電子対の位置に生じる偏りから若干の電荷（極性）を帯びる場合がある。
原子間の電気陰性度の違いにより，共有結合している原子間に生じる電荷の偏りを（　　）という。,極性%磁性%中性%陽性,正解：極性<br>二原子分子では共有結合の極性が分子の極性となるが，三個以上の原子からなる分子の極性は分子の形の影響を受ける。
次のうち，極性分子は（　　）である。,水%メタン%酸素%二酸化炭素,正解：水<br>水分子は折れ線形をしているので極性をもつ。水素分子・酸素分子は共有結合の極性がなく，また二酸化炭素分子・メタン分子は共有結合の極性はあるが互いに打ち消し合っている。
（　　）は，すべての分子間にはたらく弱い引力である。,ファンデルワールス力%静電気力%電子親和力%イオン化エネルギー,正解：ファンデルワールス力<br>無極性分子であっても，瞬間的に生じる分子の非対称性が極性を引き起こし，分子間に引力を生じる。これがファンデルワールス力で，気体の凝縮などの現象を説明する。
分子からなる物質は，その構成分子間の分子間力が大きいほど沸点や融点は（　　）。,高くなる%低くなる%%,正解：高くなる<br>分子間力には，ファンデルワールス力や水素結合などがある。分子間力が大きいほどその結合を解くためにエネルギーが必要なため，沸点や融点は高くなる。
酸素の水素化合物である水は，その同族元素である硫黄やセレンの水素化合物に比べて沸点が際立って高い。これは水分子同士が（　　）をしているためである。,水素結合%共有結合%金属結合%イオン結合,正解：水素結合<br>水分子の他にフッ化水素，アンモニアなどの分子も水素結合しているため，同族の水素化合物に比べて沸点が高い。
氷が水に変化する際に必要な熱量のことを（　　）という。,融解熱%凝縮熱%凝固熱%昇華熱,正解：融解熱<br>物質の融解に必要な熱量を融解熱という。
水が水蒸気に変化する際に必要な熱量のことを（　　）という。,蒸発熱%融解熱%凝固熱%沸騰熱,正解：蒸発熱<br>物質の蒸発に必要な熱量を蒸発熱という。
（　　）は無色無臭の気体で，空気の成分のおよそ21%をしめる。,酸素%二酸化炭素%水素%塩化水素,正解：酸素<br>酸素原子は電気陰性度が大きく，ほとんどの物質と化合物（酸化物）をつくる。
（　　）は無色無臭の気体で，非常に軽く，燃焼しやすい。,水素%二酸化炭素%酸素%アンモニア,正解：水素<br>水素は宇宙で最も豊富にある元素で，宇宙の質量のおよそ75%をしめる。
（　　）は無色無臭の気体で，空気の成分のおよそ78%をしめる。,窒素%二酸化炭素%塩化水素%水素,正解：窒素<br>窒素はアミノ酸等の形で多くの生体内に含まれている。
（　　）は無色無臭の気体で，空気より重く，空気の成分のおよそ0.037%をしめる。水溶液は酸性を示す。,二酸化炭素%塩化水素%メタン%水素,正解：二酸化炭素<br>二酸化炭素は水に溶けて酸性を示す（CO<sub>2</sub>+H<sub>2</sub>O→CO<sub>3</sub><sup>2-</sup>+2H<sup>+</sup>）。また二酸化炭素の固体はドライアイスである。
（　　）は無色，刺激臭の気体で，有毒である。水溶液は酸性を示す。,塩化水素%アンモニア%酸素%窒素,正解：塩化水素<br>塩化水素の水溶液は塩酸である。
（　　）は無色，刺激臭の気体で，空気より軽い。水溶液は塩基性を示す。,アンモニア%メタン%二酸化炭素%塩化水素,正解：アンモニア<br>アンモニアは水に溶けて塩基性を示す（NH<sub>3</sub>+H<sub>2</sub>O→NH<sub>4</sub><sup>+</sup>+OH<sup>-</sup>）。硝酸の製造原料や窒素肥料の原料などに利用される。
アンモニアは（　　）により，水素と窒素より合成される。,ハーバー・ボッシュ法%テルミット法%ソルベー法%クメン法,正解：ハーバー・ボッシュ法<br>この製法の開発により，世界の食料生産量が飛躍的に拡大した一方で，戦時には多くの火薬の原料の製造に利用された。
（　　）は無色の液体で，特有のにおいを持つ。揮発性が高く，殺菌・消毒作用がある。,エタノール%プロパン%ベンゼン%アンモニア水,正解：エタノール<br>有機溶剤や有機合成原料，消毒剤，アルコール飲料などに利用される。
（　　）は無色の気体で，あまいにおいを持つ。引火しやすく，また反応性に富む。,エチレン%ベンゼン%アンモニア%エタノール,正解：エチレン<br>種々の工業製品の原料に利用される。
（　　）は無色無臭の気体で，可燃性をもつ。天然ガスの主成分である。,メタン%窒素%塩化水素%アンモニア,正解：メタン<br>都市ガスに利用されている。近年，菌から発生するメタン（バイオガス）や海底に埋蔵されているメタン（メタンハイドレート）が新エネルギーとして注目されている。
（　　）は無色，刺激臭の液体で，強い酸味をもつ。,酢酸%アンモニア%メタン%ベンゼン,正解：酢酸<br>酢酸ビニルやアセテート繊維などの原料に利用される。
（　　）は無色の液体で，あまいにおいをもつ。引火性が高い。,ベンゼン%塩酸%酢酸%アンモニア水,正解：ベンゼン<br>化学製品の合成原料として利用される。
（　　）は地球の主要な構成元素の一つであり，地殻中に大量に存在する。その単体は半導体部品に利用されている。,ケイ素%炭素%アルミニウム%マンガン,正解：ケイ素<br>単体のケイ素はダイヤモンドと同じく正四面体構造をもつ共有結合の結晶である。
（　　）は石英，水晶，けい砂などとして天然に存在している。,二酸化ケイ素%酸化アルミニウム%酸化銅(Ⅱ)%硫酸銅,正解：二酸化ケイ素<br>二酸化ケイ素は，ケイ素原子と酸素原子の結合が立体的にくり返されて共有結合の結晶をつくっている。
次のうち，有機物は（　　）である。,メタン%アンモニア%硫酸ナトリウム%二酸化炭素,正解：メタン<br>炭素を含む化合物を有機物（または有機化合物），それ以外を無機物という。ただし，一酸化炭素や二酸化炭素，炭酸塩などは無機物に属する。
次のうち，分子結晶でないのは（　　）である。,黒鉛%ドライアイス%ナフタレン%ヨウ素,正解：黒鉛<br>黒鉛は共有結合の結晶である。ドライアイスは二酸化炭素の，氷は水の分子結晶である。
次のうち，共有結合の結晶でないのは（　　）である。,塩化ナトリウム%シリコン%黒鉛%水晶,正解：塩化ナトリウム<br>塩化ナトリウムはイオン結晶である。シリコンはケイ素の，水晶は二酸化ケイ素の，またダイヤモンドと黒鉛はともに炭素の共有結合の結晶である。
共有結合の結晶は（　　）分子とも呼ばれる。,巨大%単体%平均%金属,正解：巨大<br>共有結合の結晶は，原子が多数共有結合した構造をしており，全体が1個の巨大な分子とみなせることからこう呼ばれる。
高分子化合物を構成している一種類もしくは数種類の小さな分子を（　　）という。,単量体%配位子%分子結晶%単体,正解：単量体<br>高分子化合物は，数百から数千個もの単量体が共有結合でつながった構造（重合体という）をしている。
多数のエチレンからポリエチレンが合成される反応は（　　）である。,付加重合%配位結合%置換反応%縮合重合,正解：付加重合<br>多数の単量体が分子を失うことなく互いに共有結合して高分子化合物を合成する反応を付加重合という。
多数のエチレングリコールとテレフタル酸からポリエチレンテレフタラートが合成される反応は（　　）である。,縮合重合%付加重合%水素結合%置換反応,正解：縮合重合<br>多数の単量体が水などの分子を取り外しながら互いに共有結合して高分子化合物を合成する反応を縮合重合という。
次のうち，天然高分子化合物は（　　）である。,タンパク質%合成ゴム%ナイロン%プラスチック,正解：タンパク質<br>PET，ナイロン，プラスチック，合成ゴムはいずれも合成高分子化合物である。
次のうち，合成高分子化合物は（　　）である。,ナイロン%シルク%デンプン%天然ゴム,正解：ナイロン<br>ダイヤモンド，デンプン，シルク，天然ゴムはいずれも天然高分子化合物である。
次のうち，有機化合物でないのは（　　）である。,二酸化ケイ素%ナイロン%合成ゴム%PET,<b>正解：二酸化ケイ素</b><br>二酸化ケイ素は無機高分子化合物で，ナイロン，PET，合成ゴムはいずれも有機高分子化合物である。
次のうち，無機高分子化合物は（　　）である。,水晶%アミノ酸%合成ゴム%ポリカーボネート,正解：水晶<br>アミノ酸・ショ糖は有機高分子化合物で，ポリカーボネート・合成ゴムは合成高分子化合物である。
（　　）は，食品や衣料品の包装用フィルム，ゴミ袋，バケツなどに利用されている合成高分子化合物である。,ポリエチレン%ポリエステル%ポリプロピレン%アクリル,正解：ポリエチレン<br>エチレンを付加重合して合成される。
（　　）は，CDのケースや緩衝材などに利用されている合成高分子化合物である。,ポリスチレン%ポリプロピレン%ポリエチレン%アクリル,正解：ポリスチレン<br>スチレンを付加重合して合成される。
（　　）は，家庭用電化製品や自動車部品などに利用されている合成高分子化合物である。,ポリプロピレン%ポリエチレン%ポリスチレン%アクリル,正解：ポリプロピレン<br>プロペンを付加重合して合成される。
（　　）は，ビニルシートや水道管，建築資材などに利用されている合成高分子化合物である。,ポリ塩化ビニル%ポリスチレン%ポリエステル%アクリル,正解：ポリ塩化ビニル<br>塩化ビニルを付加重合して合成される。
ポリエチレンテレフタラートを構成する単量体は（　　）である。,エチレングリコールとテレフタル酸%アジピン酸とヘキサメチレンジアミン%ホスゲンとビスフェノールA%エチレングリコールとヘキサメチレンジアミン,正解：エチレングリコールとテレフタル酸<br>縮合重合によって合成される。PETボトルや磁気テープ，衣料用の繊維などに利用されている。
ナイロン66を構成する単量体は（　　）である。,アジピン酸とヘキサメチレンジアミン%エチレングリコールとテレフタル酸%ホスゲンとビスフェノールA%エチレングリコールとヘキサメチレンジアミン,正解：アジピン酸とヘキサメチレンジアミン<br>縮合重合によって合成される。釣り糸や衣料用の繊維などに利用されている。
ポリカーボネートを構成する単量体は（　　）である。,ホスゲンとビスフェノールA%エチレングリコールとテレフタル酸%エチレングリコールとヘキサメチレンジアミン%アジピン酸とヘキサメチレンジアミン,正解：ホスゲンとビスフェノールA<br>縮合重合によって合成される。電気・電子・光学機器，医療機器，家庭用品などに幅広く活用されている。
金属原子間の金属結合で共有されている価電子を（　　）という。,自由電子%共有電子対%束縛電子%金属電子,正解：自由電子<br>金属原子の価電子は，共有結合のように特定の原子に束縛されているのでなく，すべての原子の間を自由に移動することができる。
金属原子の間でそれぞれの価電子をすべての原子間で共有することによる結合を（　　）という。,金属結合%イオン結合%共有結合%水素結合,正解：金属結合<br>金属はその結合の仕方から，展性や延性，電気伝導性や熱伝導性などの性質をもつ。
次のうち，化学結合でないものは（　　）である。,原子核中の陽子と中性子の結合%イオン結合%金属結合%共有結合,正解：原子核中の陽子と中性子の結合<br>原子核中の陽子と中性子の結合は物理学的な結合である。なお，水素結合や分子間力による結合は化学結合には含まれない。
金属のもつ薄く広げられる性質を（　　）という。,展性%伸性%拡性%延性,正解：展性<br>金属結合では，結合に寄与する電子が結晶全体で共有（自由電子）されているため，原子核の位置が多少ずれても結合が切れない。
金属のもつ引き延ばされる性質を（　　）という。,延性%伸性%拡性%展性,正解：延性<br>金属結合では，結合に寄与する電子が結晶全体で共有（自由電子）されているため，原子核の位置が多少ずれても結合が切れない。
電気をよく通す物質を（　　）という。,導体%半導体%帯電体%不導体,正解：導体<br>導体が電気をよく通すのは，導体内を自由に動きまわれる自由電子があるためである。
電気を通しにくい物質を（　　）という。,絶縁体%導体%誘電体%抵抗体,正解：絶縁体<br>電気をよく通す物質を導体，電気を通しにくい物質を絶縁体，電気の通りやすさを環境により変化させる物質を半導体という。
半導体は（　　）。,電気の通りやすさを環境により大きく変化させる%常に少量の電気を通す%よく電気を通す%一定以上の電圧をかけたときのみ電気を通す,正解：電気の通りやすさを環境により大きく変化させる<br>半導体は，ダイオードやトランジスタ，太陽電池などの素子に利用されている。
金属の中には，超低温状態で電気抵抗が限りなく0に近くなるものがある。この現象を（　　）という。,超伝導%電磁波%無抵抗%相転移,正解：超伝導<br>アルミニウムは1.2K，水銀は4.2Kで超伝導を起こす。医療分野ではMRI（核磁気共鳴画像撮影）に利用されている他，リニアモーターカー等への利用も期待されている。
（　　）は灰白色の光沢をもつ金属である。希硫酸や塩酸と反応して溶ける。湿った空気中に放置すると赤さびを生じる。,鉄%アルミニウム%銅%銀,正解：鉄<br>鉄道のレールや建築物の鉄筋・鉄骨などの他，ステンレス鋼のような合金の材料など幅広く利用されている。
（　　）は銀白色の軽い金属である。空気中では表面に薄い酸化被膜を生じ，内部がさびにくくなる。,アルミニウム%銀%銅%鉄,正解：アルミニウム<br>家庭用品や住宅のサッシ，一円硬貨などの他，ジュラルミンのような合金の材料などに利用されている。
アルミニウム製品の表面に人工的に作られる，アルミニウムの酸化物の膜を（　　）という。,アルマイト%アマルガム%ジュラルミン%めっき,正解：アルマイト<br>酸化アルミニウムは硬く耐久性に優れているため，アルミニウム製品の表面を酸化皮膜で覆う処理（アルマイト処理）を施す。
（　　）は赤色の光沢をもつ金属である。湿った空気中に放置すると緑色のさびを生じる。,銅%金%アルミニウム%銀,正解：銅<br>電線や調理器具などの他，黄銅や青銅といった合金の材料などに利用されている。
銅が酸化することで生成されるさびを（　　）という。,緑青%アルマイト%白さび%赤さび,正解：緑青<br>鎌倉の大仏やアメリカの自由の女神は緑青に覆われているため，緑色をしている。
（　　）は銀白色の金属である。金属のうち電気や熱を最もよく導く。展性，延性も非常に大きい。,銀%鉄%アルミニウム%金,正解：銀<br>写真の感光剤や食器，装飾品などに利用されている。
（　　）は黄金色の美しい光沢をもつ金属である。電気伝導性や熱伝導性，展性，延性が非常に大きく，さびを生じない。,金%アルミニウム%鉄%銀,正解：金<br>古来より貴金属として主に装飾品に利用されてきたが，近年は電子機器の材料としても利用が進んでいる。
（　　）は銀白色の金属である。常温で液体である唯一の金属である。他の多くの金属と合金をつくる。,水銀%亜鉛%アルミニウム%スズ,正解：水銀<br>水銀は生物に対する毒性が極めて強いため，使用が控えられている。
アマルガムは（　　）と他の金属との合金のことである。,水銀%銀%白金%アルミニウム,正解：水銀<br>以前は日本でも歯科修復材料にアマルガムが使用されていたが，近年は使用されていない。
（　　）は銀白色の金属である。古来より黄銅（真鍮）の原料として利用されてきた。,亜鉛%鉛%銀%鉄,正解：亜鉛<br>電池の負極やトタン（鉄板に亜鉛めっきを施したもの）などに利用されている。
（　　）は銀白色の金属である。古来より青銅（ブロンズ）の原料として利用されてきた。,スズ%亜鉛%鉛%銀,正解：スズ<br>ブリキ（スズをめっきした鋼板）や青銅，はんだといった合金の材料などに利用されている。
